ギルドリーヴ 	 Levemete
英雄の間 	 The Chamber of Immortal Legacy
舞踏の間 	 The Chamber of Courtly Love
工場廃墟：上層 	 Upper Stratum
工場廃墟：中層 	 Middle Stratum
工場廃墟：下層 	 Lower Stratum
工場廃墟：深層 	 Deep Stratum
第1区画 	 Zone 1
第2区画 	 Zone 2
第3区画 	 Zone 3
第4区画 	 Zone 4
第5区画 	 Zone 5
倉庫A 	 Warehouse A
倉庫B 	 Warehouse B
検品場 	 Quality Assurance
廃棄物処理室 	 Waste Disposal
倉庫C 	 Warehouse C
螺旋通路 	 Winding Walkway
前部甲板 	 Forward Deck
後部甲板 	 Rear Deck
無垢の土地01 	 Ovoo 1
無垢の土地02 	 Ovoo 2
無垢の土地03 	 Ovoo 3
無垢の土地04 	 Ovoo 4
無垢の土地05 	 Ovoo 5
無垢の土地06 	 Ovoo 6
無垢の土地07 	 Ovoo 7
無垢の土地08 	 Ovoo 8
無垢の土地09 	 Ovoo 9
無垢の土地10 	 Ovoo 10
無垢の土地11 	 Ovoo 11
無垢の土地12 	 Ovoo 12
無垢の土地13 	 Ovoo 13
複製サレタ工場廃墟 	 The Copied Factory
廃倉庫 	 Ruined Warehouse
機械遺跡の坑道 	 Excavation Tunnels
リェー・メグ 	 Lyhe Mheg
帝都魔導城 	 The Imperial Palace
皇族区画通路 	 The Imperial Way
皇族区大広間 	 Emperor's Crossroads
連絡通路 	 Connecting Corridor
動力区 	 Principle Dynamics
魔導兵器格納庫 	 Magitek Installation
蒼天街 	 The Firmament
名も無き者たちの広場 	 The Mendicant's Court
工場廃墟：上層 	 Upper Stratum
工場廃墟：中層 	 Middle Stratum
工場廃墟：下層 	 Lower Stratum
工場廃墟：深層 	 Deep Stratum
複製サレタ工場廃墟 	 The Copied Factory
ギムリト防衛ライン 	 Cinder Drift
オーシャンフィッシング 	 The High Seas
ガラディオン湾 	 Galadion Bay
メルトール海峡南 	 The Southern Strait of Merlthor
メルトール海峡北 	 The Northern Strait of Merlthor
ロータノ海 	 Rhotano Sea
ガラディオン湾沖合 	 Outer Galadion Bay
ガラディオン湾沖合：幻海流 	 Galadion Spectral Current
メルトール海峡南 	 The Southern Strait of Merlthor
メルトール海峡南：幻海流 	 Southern Merlthor Spectral Current
メルトール海峡北 	 The Northern Strait of Merlthor
メルトール海峡北：幻海流 	 Northern Merlthor Spectral Current
ロータノ海沖合 	 Open Rhotano Sea
ロータノ海沖合：幻海流 	 Rhotano Spectral Current
トゥシ・メキタ湖中央 	 Central Lake Tusi Mek'ta
トゥシ・メキタ湖南 	 South Lake Tusi Mek'ta
ミュリルの落涙 	 Mjrl's Tears
ビスマルクの額 	 Bismarck's Brow
想起の庭 	 The Garden of Recollection
想起の館 	 Anamnesis
カタルシスの広場 	 Katharsis
ドクサの広間 	 Doxa
イデア保管庫 	 The Archive Eternal
ノエシスの間 	 Noesis
セティボス海溝 	 The Setebos Trench
アニドラス・アナムネーシス 	 Anamnesis Anyder
ガンドフ雷平原 	 The Gandof Thunder Plains
灰の旅程 	 Ashfall
エデン甲板 	 The Halo
徳測りし前室 	 Trial's Threshold
ホパル古盤 	 Hopl's Stopple
十字鍬通り 	 The Mattock
聖ロエル広場 	 Saint Roelle's Dais
ニューネスト居住区 	 The New Nest
ロランベリー・フィールド 	 Rolanberry Field
エンデバー号 	 The Endeavor
ガンゴッシュ 	 Gangos
シドの記憶空間 	 Cid's Memory
シタデル・ボズヤ大通り 	 Cardo Maximus
シタデル・ボズヤ居住区 	 Insulae
シタデル・ボズヤ広場 	 Bozja Forum
プリンシピア前 	 Praetentura
プリンシピア 	 Principia
交信雷波塔 	 Lunar Transmitter
交信雷波塔管制室 	 Transmission Control
大氷河 	 Great Glacier
分断された大氷河 	 Frozen Reflections
風吹き上がる雲海 	 Windswept Cloudtop
遺構表層 	 Sunken Structures
遺構深層 	 Sunken Sanctum
人形タチノ軍事基地 	 The Puppets' Bunker
ドヴェルガル山脈 	 The Duergar Mountains
バンカー 	 Bunker
エレベーター 	 Elevator
エイリアンシップ 	 Alien Ship
クレーター 	 Crater
格納庫 	 Hangar
通路 	 Corridor
司令室 	 Command Room
縦坑 	 Shaft
A区画 	 Sector A
B区画 	 Sector B
残骸A 	 Elevated Detritus
残骸B 	 Sunken Detritus
射出デッキ 	 Launch Deck
第二司令室 	 Core Command
通路 	 Passage
艦橋 	 Bridge
２Ｂの部屋 	 2B's Room
漆黒決戦 ノルヴラント 	 The Heroes' Gauntlet
アム・アレーン 	 Amh Araeng
イル・メグ 	 Il Mheg
レイクランド 	 Lakeland
アルゲ鉱山 	 Mount Argai Mines
草人たちの踊り場 	 Summer Ballroom
大聖堂前広場 	 Illuminated Plaza
放棄された鉱山軌道 	 Lost Track
アンバーバレー 	 Amber Valley
ア・ミルラン 	 A' Milran
水没した空中回廊 	 Sunken Skyway
ストーイ・クリッヒ 	 Staoigh Creach
不寝の野営地 	 Sleepless Vigil
光耀大聖堂跡 	 The Luminous Sanctuary
フェザーフォール商業区 	 Featherfall
スカイスチール機工房分館 	 Skysteel Workshop
アバカス通り 	 The Abacus
ホアフロスト官舎 	 Hoarfrost Hall
ウトヤ前哨地 	 Utya's Aegis
オランタ陣地 	 Olana's Stand
ルンヤ陣地 	 Lunya's Stand
風吹き溜まる雲海 	 Windbreaking Cloudtop
風吹き荒ぶ雲海 	 Buffeted Cloudtop
南方ボズヤ戦線 	 Bozjan Southern Front
カストルム・ラクスリトレ 	 Castrum Lacus Litore
南方塹壕地帯 	 Southern Entrenchment
ボズヤ旧市街跡 	 Old Bozja
アラムート城下 	 The Alermuc Climb
城塞外 	 Castrum Approach
城塞内 	 Inner Castrum
剣たちの大広間 	 Bladesmeet
失われた遺跡 	 The Last Trace
冷灰の大穴 	 Firelight's Coffin
荒鷲の広場 	 Eaglesight
城門 	 The Grand Gates
飛空戦艦発着場 	 Airship Landing
円壇の間 	 Majesty's Auspice
王者の円壇 	 Majesty's Place
破壊された市街 	 Orphaned Ruins
DII-I号 	 DII-I
DII-II号 	 DII-II
DII-III号 	 DII-III
DII-IV号 	 DII-IV
DII-V号 	 DII-V
DII-VI号 	 DII-VI
SII-I号 	 SII-I
SII-II号 	 SII-II
SII-III号 	 SII-III
SII-IV号 	 SII-IV
SII-V号 	 SII-V
SII-VI号 	 SII-VI
DI-I号 	 DI-I
DI-II号 	 DI-II
DI-III号 	 DI-III
SI-I号 	 SI-I
SI-II号 	 SI-II
SI-III号 	 SI-III
始皇帝の玉座 	 The Seat of Sacrifice
次元の狭間 	 The Rift
ターンクリフ沖 	 Terncliff Bay
ターンクリフ 	 Terncliff
アノッグの部屋 	 Anogg's Lair
未明の間 	 Dawn's Respite
ワッツハンマー・ガレージ 	 Watts's Anvil
ステヴァ野営地 	 Camp Steva
人形タチノ軍事基地 	 The Puppets' Bunker
ドヴェルガル山脈 	 The Duergar Mountains
バンカー 	 Bunker
エレベーター 	 Elevator
エイリアンシップ 	 Alien Ship
カステッルム・マリヌム・ドライドック 	 Castrum Marinum Drydocks
土いじりの虚 	 Grimegrot
水はこびの虚 	 Wandering Well
火あそびの虚 	 Flame's Fantasia
魔まわしの虚 	 The Sorcerer's Interstice
輝きの採土場 	 Clayclot Cauldron
涼しの採水場 	 Clearnote Cauldron
彩りの採熱場 	 Kilnfire Cauldron
居留守の工房 	 Woebegone Workshop
マトーヤのアトリエ 	 Matoya's Relict
土いじりの虚 	 Grimegrot
水はこびの虚 	 Wandering Well
火あそびの虚 	 Flame's Fantasia
魔まわしの虚 	 The Sorcerer's Interstice
ユールモア監獄棟 	 Bygone Gaol
暗闇の領域 	 Sphere of Naught
グンヒルド・ディルーブラム 	 Delubrum Reginae
遺跡浅層 	 Outer Locus
遺跡中層 	 Inner Locus
遺跡深層 	 Hidden Locus
取り残された前庭 	 Suspended Approach
失われた兵舎 	 Abandoned Barracks
捨てられた穀倉 	 Neglected Granary
知られざる離宮 	 Dead Living Quarters
語られぬ拝廊 	 Uninviting Entrance
祈りなき拝殿 	 Silent Prayer Hall
隠された階段 	 Concealed Staircase
触れ得ざる身廊 	 Undisturbed Shrine
命なき神殿 	 Dormant Altar
満たされぬ聖所 	 Still Sanctum
円形劇場跡 	 The Theater of One
雌獅子の広間 	 Pride of the Lioness
大祈祷所 	 The Hall of Supplication
託宣所 	 The Hall of Hieromancy
雄獅子の広間 	 Pride of the Lion
響き合う水晶の間 	 The Vault of Singing Crystal
静かなる瞑想室 	 Seer's Solace
命の至聖所 	 The Path of Divine Clarity
巫女たちの広間 	 Queensheart
ラクサン城 	 Laxan Loft
シェルダレー諸島沖合 	 Cieldalaes Margin
シェルダレー諸島沖合：幻海流 	 Cieldalaes Spectral Current
緋汐海沖合 	 Open Bloodbrine Sea
緋汐海沖合：幻海流 	 Bloodbrine Spectral Current
ロズリト湾沖合 	 Outer Rothlyt Sound
ロズリト湾沖合：幻海流 	 Rothlyt Spectral Current
紅玉海底東 	 The Eastern Ruby Sea
小林丸北 	 Kobayashi Maru's Northern Wake
沈没川船南 	 The Sunken Junk's South Side
アジム・カート湖底南 	 Azim Khaat Southern Lakebed
ロッホ・セル湖底深部 	 Loch Seld Deep Lakebed
ケンの島東 	 Eastern Isle of Ken
姿見の湖東 	 East Longmirror Lake
トゥシ・メキタ湖底深部 	 Deep Lake Tusi Mek'ta
絶望の園 	 The Garden of Nowhere
ルーシュマンド記念病院 	 Ser Vaindreau's Grace
クウィル通り 	 Quill's Trace
詩伯門 	 Bright Ballad's Passage
スノーソーク浴場 	 Snowsoak Springs
リズンソング文化区 	 The Risensong Quarter
シェルダレー諸島 	 The Cieldalaes
緋汐海 	 The Bloodbrine Sea
ロズリト湾 	 The Rothlyt Sound
リェー・ギア・ダンジョン祭殿 	 The Shifting Oubliettes of Lyhe Ghiah
リズンソング文化区東 	 Eastern Risensong Quarter
リズンソング文化区西 	 Western Risensong Quarter
希望ノ砲台：「塔」 	 The Tower at Paradigm's Breach
最下層 	 Lower Section
電脳空間A 	 Ego Collective A
電脳空間B 	 Ego Collective B
モノレール 	 Monorail System
最上層 	 Upper Section
電脳空間C 	 Ego Collective C
封鎖区画A 	 Closed Area A
封鎖区画B 	 Closed Area B
迎撃区画A 	 Staging Node A
迎撃区画B 	 Staging Node B
迎撃区画C 	 Staging Node C
迎撃区画D 	 Staging Node D
昇降機 	 Ascension Platform
頂上 	 Beyond
ザトゥノル高原 	 Zadnor
Gセイヴァー戦闘甲板 	 G-Savior Deck
ヴァルデニス前哨地 	 Camp Vrdelnis
スピタク陣地 	 Zuprtik Point
イジェバン陣地 	 Ljeban Point
アルマヴィル陣地 	 Hrmovir Point
高原南方台地 	 The Southern Plateau
高原西方台地 	 The Western Plateau
高原北方台地 	 The Northern Plateau
カステッルム・ザトゥノル 	 Castellum Zadnori
旗艦ダル・リアータ：前部 	 The War Bow
旗艦ダル・リアータ：中枢 	 The Founder's Deck
アラグ試掘坑 	 The Allagan Pits
旗艦停泊地 	 Flagship Landing
搬入出区画 	 Loading Dock
搬入出制御室 	 Cargo Administration
魔導研究区画 	 Magitek Development
動力制御区画 	 Dynamic Systems
大型格納区画 	 The Greater Hold
崩落した試掘坑 	 The Fallen Ring
旗艦ダル・リアータ 	 The Dalriada
エッグドリーム鶏舎 	 The Dreamer's Run
月の底 	 The Dark Inside
マザークリスタル 	 The Mothercrystal
果ての終焉 	 The Final Day
エンピレアム 	 Empyreum
[拡張街]エンピレアム 	 Empyreum Subdivision
エンピレアム：コテージ 	 Private Cottage - Empyreum
エンピレアム：ハウス 	 Private House - Empyreum
エンピレアム：レジデンス 	 Private Mansion - Empyreum
エンピレアム：プライベートルーム 	 Private Chambers - Empyreum
エンピレアム：地下工房 	 Company Workshop - Empyreum
イングルサイド：ロビー 	 Ingleside Apartment Lobby
イングルサイド：部屋 	 Ingleside Apartment
ホーンテッドフィースト 	 The Phantoms' Feast
ジュニアの子供部屋 	 The Playroom
ママのダイニング 	 The Banquet Hall
パパのダンスホール 	 The Ballroom
原初世界 	 The Source
第一世界 	 The First
北洋地域 	 The Northern Empty
イルサバード 	 Ilsabard
星外宙域 	 The Sea of Stars
古代世界 	 The World Unsundered
オールド・シャーレアン 	 Old Sharlayan
ラザハン 	 Radz-at-Han
ラヴィリンソス 	 Labyrinthos
サベネア島 	 Thavnair
ガレマルド 	 Garlemald
嘆きの海 	 Mare Lamentorum
ウルティマ・トゥーレ 	 Ultima Thule
エルピス 	 Elpis
ハイモーン広場 	 Highmorn's Horizon
エンピレアム南東 	 Empyreum Southeast
エンピレアム中央 	 Central Empyreum
エンピレアム南西 	 Empyreum Southwest
イングルサイド 	 Ingleside
エンピレアム北西 	 Empyreum Northwest
エンピレアム東 	 Empyreum East
エンピレアム北東 	 Empyreum Northeast
[拡張街]ハイモーン広場 	 Highmorn's Horizon Subdivision
[拡張街]エンピレアム南西 	 Empyreum Southwest Subdivision
[拡張街]エンピレアム中央 	 Central Empyreum Subdivision
[拡張街]エンピレアム北西 	 Empyreum Northwest Subdivision
[拡張街]イングルサイド 	 Ingleside Subdivision
[拡張街]エンピレアム北東 	 Empyreum Northeast Subdivision
[拡張街]エンピレアム南 	 Empyreum South Subdivision
[拡張街]エンピレアム南東 	 Empyreum Southeast Subdivision
地脈調整区 	 Aetherial Manipulation
信仰抽出区 	 Inculcation Channel
信仰増幅区 	 Fervor Enhancement
技巧の間 	 Ingenuity's Ingress
富の間 	 Prosperity's Promise
知恵の間 	 Wisdom's Ward
ゾットの塔 	 The Tower of Zot
基部層 	 Tower Base
中層 	 Tower Climb
最上層 	 Tower Top
ラヴィリンソス 	 Labyrinthos
サベネア島 	 Thavnair
星外 	 The Sea of Stars
古代世界 	 The World Unsundered
オールド・シャーレアン 	 Old Sharlayan
ラザハン 	 Radz-at-Han
アキャーリ南 	 Southern Akyaali
アキャーリ西 	 Western Akyaali
遺烈郷南 	 Southern Great Runoff
マーヤーの幻泉 	 The Font of Maya
アキャーリ沖 	 Outer Akyaali
オノコロ島北 	 Northern Onokoro
イサリ村周辺 	 Isari Slope
カガミの仙窟周辺 	 Exile
ベッコウ島北東 	 Northeastern Bekko
境島東 	 Eastern Barrier Isle
オノコロ島北西 	 Northwestern Onokoro
イシボタンの巌窟周辺 	 The Anemone Gardens
ロッホ・セル湖北東 	 Loch Seld Northeastern Lakebed
ヒュペルボレア造物院 	 Ktisis Hyperboreia
創造大陸層 	 Terrestrial Artifice
創造研究層 	 Experimental Artifice
創造低空層 	 Lower Aerial Artifice
創造大陸観察区 	 Geopsis
創造天空観察区 	 Ouranopsis
創造天脈観察区 	 Cosmopsis
寒冷創造環境 	 Frozen Sphere
創造生物評価室 	 Concept Review
天脈創造環境 	 Celestial Sphere
パンデモニウム正門 	 The Gates of Pandæmonium
スマイルトン 	 Smileton
都市表層区 	 The Outsides
都市内層区 	 The Insides
都市工事区 	 The On-the-waysides
笑顔あふれる正門 	 Smileport
大歓迎の玄関 	 The Welcome Wheel
ビッグチーズ 	 The Frame
世にも素晴らしい市街地 	 The Many Ways
理想的な居住区 	 Block of Dreams
くつろぎの居間 	 Recreation Room
感動と興奮の音楽堂 	 Moving Music Hall
工事中：ご迷惑をおかけしております 	 Under Construction (Sorry!)
幸せを運ぶ通路 	 Happy Street
スティグマ・フォー 	 The Stigma Dreamscape
アルファトロン星 	 The Alphatron Star
小惑星帯 	 Gordhonite Asteroid Belt
竜星 	 The Dragonstar
アルファトロン星 	 The Alphatron Star
ゴードナ文明首都 	 Gordhona
竜星 	 The Dragonstar
ウェポンプラント 	 Weapons Manufacturing
コマンドA4 	 A-4 Command
コンクエストA4 	 A-4 Conquest
アウトポストA4 	 A-4 Outpost
ヘッドクォーターA4 	 A-4 Headquarters
斧槍通り（居住区担当官） 	 The Halberd's Head
[拡張街]斧槍通り（居住区担当官） 	 The Halberd's Head Subdivision
パンデモニウム辺獄下層 	 The Fervid Limbo
パンデモニウム辺獄水道 	 The Stagnant Limbo
アレクサンドリア 	 Alexandria
シャーレアン魔法大学 	 The Studium
フェノメノン大講堂 	 Phenomenon
工匠殿 	 Makers' Meet
選者殿 	 Searchers' Meet
公開講堂 	 Learners' Meet
ヌーメノン大書院 	 Noumenon
討論のモノペトロス 	 The Speaking Monopteros
沈思の森 	 Tranquility
黙考のモノペトロス 	 The Silent Monopteros
七賢人の庭 	 Archons' Design
哲学者の広場 	 The Rostra
アルティフィスホール 	 The Hall of Artifice
ニンファイオン 	 The Nymphaeum
転送魔法研究所 	 The Confluence
エーテライト・プラザ 	 Old Sharlayan Aetheryte Plaza
アゴラ 	 The Agora
バルデシオン分館 	 The Baldesion Annex
メインホール 	 Main Hall
ナップルーム 	 Andron
漂流者の丘 	 Journey's End
ルヴェユール邸 	 The Leveilleur Estate
パフィン広場 	 Auk's Landing
知神の港 	 Scholar's Harbor
ラストスタンド 	 The Last Stand
ニュンクレフの岩 	 Nyunkrepf's Sight
サリャク柱廊 	 The Thaliak Stoa
知神サリャク像 	 The Scholar
ペリスタイル 	 The Peristyle
出入国管理所 	 Worldly Affairs
アウターサーキット 	 The Outer Circuit
アルティフィスパス 	 The Path of Artifice
アッパー・アクリンソス 	 Upper Acrinthos
地下水排出路 	 The Phreatic Conduit
アルケイオン保管院 	 The Archeion
恵みのトロス 	 The Aesthete's Tholos
パスメラン種畜研究所 	 Passemerrant Pasturponics
試作漁場河川 	 Hatching Canal
洞穴生物繁殖区 	 Troglophile's Deep
第三十三期拡張坑道 	 The Thirty-third Facet
