八分儀広場の生真面目な警備兵は、冒険者に頼みたいことがあるようだ。			八分儀広場の生真面目な警備兵は、冒険者に頼みたいことがあるようだ。			青魔道士と名乗る男							
そして、マーティン。これは、魅力的な敵役(ヒール)を演じてくれた、あなたの功績でもあるわ……負けてしまったのは残念だったけど。			そして、マーティン。これは、魅力的な敵役(ヒール)を演じてくれた、あなたの功績でもあるわ……負けてしまったのは残念だったけど。			敵役のススメ							
まあ、私が最も得意とする青魔法を封印していましたからね。いわば、利き腕を使わずに戦っていたようなもの、敗北は仕方ありません。			まあ、私が最も得意とする青魔法を封印していましたからね。いわば、利き腕を使わずに戦っていたようなもの、敗北は仕方ありません。			敵役のススメ							
でも、鎧と金のクリスタルで、魔法を強化していたはずですよね？そのうえ、魔法人形や魔物も投入したのに負けたんだから、どう考えても完敗ですよ。			でも、鎧と金のクリスタルで、魔法を強化していたはずですよね？そのうえ、魔法人形や魔物も投入したのに負けたんだから、どう考えても完敗ですよ。			敵役のススメ							
ときに、ロイスさん。結局、私自身が敵役(ヒール)になったわけですが、興行師(ラニスタ)の資格の件はどうなるのでしょう？			ときに、ロイスさん。結局、私自身が敵役(ヒール)になったわけですが、興行師(ラニスタ)の資格の件はどうなるのでしょう？			敵役のススメ							
その資格があれば、敵役(ヒール)が出場した際の興行収入の、3.5％が支払われるという約束でしたよね？			その資格があれば、敵役(ヒール)が出場した際の興行収入の、3.5％が支払われるという約束でしたよね？			敵役のススメ							
あら、自分が出場しているわけだから、あなたに興行師(ラニスタ)の資格はあげられないわ。支払われるのは、ゴールドルとしてのギャラだけよ。			あら、自分が出場しているわけだから、あなたに興行師(ラニスタ)の資格はあげられないわ。支払われるのは、ゴールドルとしてのギャラだけよ。			敵役のススメ							
なんか、損した気がするぞ……。			なんか、損した気がするぞ……。			敵役のススメ							
でも、ゴールドルの発想は、あなたの個性がもとだった。少しは利益を分配するのが、筋というものかもしれない。			でも、ゴールドルの発想は、あなたの個性がもとだった。少しは利益を分配するのが、筋というものかもしれない。			敵役のススメ							
そうね……あなたが出場した際の興行収入の1％を支払うわ。			そうね……あなたが出場した際の興行収入の1％を支払うわ。			敵役のススメ							
3％でどうでしょう！？			3％でどうでしょう！？			敵役のススメ							
冗談でしょう……？			冗談でしょう……？			敵役のススメ							
じゃあ、2％！			じゃあ、2％！			敵役のススメ							
わかったわ、1.5％ならどう！？			わかったわ、1.5％ならどう！？			敵役のススメ							
おかげで、低下していた興行成績も持ち直したわ。これからも、皆でマスクカーニバルを盛り上げていきましょう！			おかげで、低下していた興行成績も持ち直したわ。これからも、皆でマスクカーニバルを盛り上げていきましょう！			敵役のススメ							
敵役(ヒール)になっても、先生の詰めの甘さは変わりませんねー。			敵役(ヒール)になっても、先生の詰めの甘さは変わりませんねー。			敵役のススメ							
むむ、何の話だ……？			むむ、何の話だ……？			敵役のススメ							
いえ、何でもありません！それじゃあ、今度は私が打倒ゴールドルを目指して、青魔道士の修業に励もうと思います……！			いえ、何でもありません！それじゃあ、今度は私が打倒ゴールドルを目指して、青魔道士の修業に励もうと思います……！			敵役のススメ							
やれやれ、私はゴールドルとしても腕を上げねばならんようだ。弟子たちに連敗を喫すのは避けたいからな。			やれやれ、私はゴールドルとしても腕を上げねばならんようだ。弟子たちに連敗を喫すのは避けたいからな。			敵役のススメ							
