イシュガルド上層の不安げな商人は、飛空艇が帰還しないことを心配しているようだ。			イシュガルド上層の不安げな商人は、飛空艇が帰還しないことを心配しているようだ。			空賊たち							
ちょ、ちょっと！　勝手に突入する気満々にならないで！まだ、敵のねぐらを調べている最中なんだから！			ちょ、ちょっと！　勝手に突入する気満々にならないで！まだ、敵のねぐらを調べている最中なんだから！			影の国ダン・スカー							
霊風の羅針盤だけじゃ、敵のエーテルを追えたところで、そこがどんな場所なのかも、敵の規模もわからない……。ことは慎重に進めないと、壊滅した「大鷲連合」の二の舞いよ！			霊風の羅針盤だけじゃ、敵のエーテルを追えたところで、そこがどんな場所なのかも、敵の規模もわからない……。ことは慎重に進めないと、壊滅した「大鷲連合」の二の舞いよ！			影の国ダン・スカー							
おお、そうであった！　奴らの潜伏先についてなのだがな。この古文書に、気になる記述があって……			おお、そうであった！　奴らの潜伏先についてなのだがな。この古文書に、気になる記述があって……			影の国ダン・スカー							
レ、レオファード！！！			レ、レオファード！！！			影の国ダン・スカー							
グウッ……。気をつけろ……うしろ、だ……！！			グウッ……。気をつけろ……うしろ、だ……！！			影の国ダン・スカー							
なっ、貴様！！ぐあああああああああっ！！！			なっ、貴様！！ぐあああああああああっ！！！			影の国ダン・スカー							
さあ……今度こそ、「要」は我の手に……。これで、我の宿願も叶う……！			さあ……今度こそ、「要」は我の手に……。これで、我の宿願も叶う……！			影の国ダン・スカー							
クッ、そうは……させぬぞ……！「要」を奪った程度で、私が諦めると思うなよ……。この世界を、女王スカアハになど支配させるものか！！			クッ、そうは……させぬぞ……！「要」を奪った程度で、私が諦めると思うなよ……。この世界を、女王スカアハになど支配させるものか！！			影の国ダン・スカー							
……ふっ、世界の支配か。支配者の座は、より相応しい力を持つ者が就くべきもの……。			……ふっ、世界の支配か。支配者の座は、より相応しい力を持つ者が就くべきもの……。			影の国ダン・スカー							
くくく、貴様らは、好きに信じ込んでおればいい。……さて、行きがけの駄賃だ。この浮島を、雲海の底に沈めるのも一興……。			くくく、貴様らは、好きに信じ込んでおればいい。……さて、行きがけの駄賃だ。この浮島を、雲海の底に沈めるのも一興……。			影の国ダン・スカー							
あ、あれは、ラドリア！？でも、あの飛空艇は……「大鷲連合」は壊滅したんじゃ……？			あ、あれは、ラドリア！？でも、あの飛空艇は……「大鷲連合」は壊滅したんじゃ……？			影の国ダン・スカー							
……あれだけの蝿を、いちいち落としている暇はない。必要なものも手に入れた今、長居は無用か。			……あれだけの蝿を、いちいち落としている暇はない。必要なものも手に入れた今、長居は無用か。			影の国ダン・スカー							
ちゃんと治癒師に診せないとわからないけど、骨折と……もしかしたら、内臓も傷ついているかも……。すぐに清潔な場所に運んで、治療を……。			ちゃんと治癒師に診せないとわからないけど、骨折と……もしかしたら、内臓も傷ついているかも……。すぐに清潔な場所に運んで、治療を……。			影の国ダン・スカー							
