イディルシャイアのイロアズは、冒険者に興味があるようだ。			イディルシャイアのイロアズは、冒険者に興味があるようだ。			イシュガルドのモブハント（上級）							
ここは、ほかの都市と比べると特殊だろう？だからか、新入りの流民たちが馴染めないようでね。アンタ、連中がここに馴染めるよう、手を貸してくれないか？			ここは、ほかの都市と比べると特殊だろう？だからか、新入りの流民たちが馴染めないようでね。アンタ、連中がここに馴染めるよう、手を貸してくれないか？			ふたりの新人							
冒険者相手の方が、奴らも話しやすいだろう。新入りは「ノッチド・ボーン」と「デデアン」のふたりだ。くれぐれもよろしく頼むよ。			冒険者相手の方が、奴らも話しやすいだろう。新入りは「ノッチド・ボーン」と「デデアン」のふたりだ。くれぐれもよろしく頼むよ。			ふたりの新人							
冒険者相手の方が、奴らも話しやすいだろう。新入りは「ノッチド・ボーン」と「デデアン」のふたりだ。くれぐれもよろしく頼むよ。			冒険者相手の方が、奴らも話しやすいだろう。新入りは「ノッチド・ボーン」と「デデアン」のふたりだ。くれぐれもよろしく頼むよ。			ふたりの新人							
アンタは冒険者っすか！？兄貴の話を、聞いてほしいっす！			アンタは冒険者っすか！？兄貴の話を、聞いてほしいっす！			ふたりの新人							
お！　アンタ冒険者か！じゃあ、ここの都市民じゃないんだな！？ちょいと、手を貸してくれよ！			お！　アンタ冒険者か！じゃあ、ここの都市民じゃないんだな！？ちょいと、手を貸してくれよ！			ふたりの新人							
俺たちは、いわゆる「霊災難民」ってやつでな。ウルダハで質の悪い奴に騙されて、金貸しに追われているんだ。			俺たちは、いわゆる「霊災難民」ってやつでな。ウルダハで質の悪い奴に騙されて、金貸しに追われているんだ。			ふたりの新人							
命からがらウルダハを逃げ出して、いろんなところを彷徨って、ようやくたどり着いたのが……この、イディルシャイアっす！			命からがらウルダハを逃げ出して、いろんなところを彷徨って、ようやくたどり着いたのが……この、イディルシャイアっす！			ふたりの新人							
最初は、俺たちを受け入れてくれる聖地だと思った。けど、蓋を開いたら、ゴブリン族だらけで驚いたぜ！ああ、ゴブリン族に支配された魔窟で生活なんて、ありえねぇ！			最初は、俺たちを受け入れてくれる聖地だと思った。けど、蓋を開いたら、ゴブリン族だらけで驚いたぜ！ああ、ゴブリン族に支配された魔窟で生活なんて、ありえねぇ！			ふたりの新人							
つーわけで、俺たちはここにいる「人」を誘って、新天地を目指そうと思っているんだ。			つーわけで、俺たちはここにいる「人」を誘って、新天地を目指そうと思っているんだ。			ふたりの新人							
……仲間を誘うための「ビラ」も、僕が作ったっす！一枚一枚魂込めた、自信作っす！			……仲間を誘うための「ビラ」も、僕が作ったっす！一枚一枚魂込めた、自信作っす！			ふたりの新人							
アンタには、都市内と「学士街」にいる冒険者に、デデアンが作った「ビラ」を、渡してほしいんだ。ゴブリン族にはバレねえよう、頼んだぜ！			アンタには、都市内と「学士街」にいる冒険者に、デデアンが作った「ビラ」を、渡してほしいんだ。ゴブリン族にはバレねえよう、頼んだぜ！			ふたりの新人							
アンタには、都市内と「学士街」にいる冒険者に、デデアンが作った「ビラ」を、渡してほしいんだ。ゴブリン族にはバレねえよう、頼んだぜ！			アンタには、都市内と「学士街」にいる冒険者に、デデアンが作った「ビラ」を、渡してほしいんだ。ゴブリン族にはバレねえよう、頼んだぜ！			ふたりの新人							
冒険者以外の人には、自分が配るっす！都市内と「学士街」の冒険者は、お願いするっす！			冒険者以外の人には、自分が配るっす！都市内と「学士街」の冒険者は、お願いするっす！			ふたりの新人							
よし、今回の荷運びはこれで全部かな。……おや、何か用かい？			よし、今回の荷運びはこれで全部かな。……おや、何か用かい？			ふたりの新人							
新天地、ねえ……。悪いけど、ほかを当たってくれ。ここでの生活は、けっこう気に入ってるんだ。			新天地、ねえ……。悪いけど、ほかを当たってくれ。ここでの生活は、けっこう気に入ってるんだ。			ふたりの新人							
新天地、ねえ……。悪いけど、ほかを当たってくれ。ここでの生活は、けっこう気に入ってるんだ。			新天地、ねえ……。悪いけど、ほかを当たってくれ。ここでの生活は、けっこう気に入ってるんだ。			ふたりの新人							
ここからの眺め、とってもいいわよ！キミも一緒に、どうかしら？			ここからの眺め、とってもいいわよ！キミも一緒に、どうかしら？			ふたりの新人							
一緒に新天地へ？私、しばらくこの街を離れる気はないわ。ここのゴブリンさんたち、みんな面白いんですもの！			一緒に新天地へ？私、しばらくこの街を離れる気はないわ。ここのゴブリンさんたち、みんな面白いんですもの！			ふたりの新人							
一緒に新天地へ？私、しばらくこの街を離れる気はないわ。ここのゴブリンさんたち、みんな面白いんですもの！			一緒に新天地へ？私、しばらくこの街を離れる気はないわ。ここのゴブリンさんたち、みんな面白いんですもの！			ふたりの新人							
お主、素晴らしい腕を持っているようだな。この低地ドラヴァニアで、障害になるものなどなさそうだ。			お主、素晴らしい腕を持っているようだな。この低地ドラヴァニアで、障害になるものなどなさそうだ。			ふたりの新人							
