マエヌは、最後にひとつ冒険者にお願いをしたいようだ。			マエヌは、最後にひとつ冒険者にお願いをしたいようだ。			歴史的邂逅							
ポカポカ草の苗を入手した。ドラヴァニア雲海のモグモグホーム付近にいる「モグシア」に渡そう。			ポカポカ草の苗を入手した。ドラヴァニア雲海のモグモグホーム付近にいる「モグシア」に渡そう。			新芽を護ろう							
モグシアにポカポカ草の苗を渡した。ドラゴン族が殺気立ってから、植物が荒らされることが増えて困ってるらしい。モグシアたちは、植物を護りたいと思っているようだ。			モグシアにポカポカ草の苗を渡した。ドラゴン族が殺気立ってから、植物が荒らされることが増えて困ってるらしい。モグシアたちは、植物を護りたいと思っているようだ。			新芽を護ろう							
ポカポカ草の苗を入手			ポカポカ草の苗を入手			新芽を護ろう							
モグシアにポカポカ草の苗を渡す			モグシアにポカポカ草の苗を渡す			新芽を護ろう							
フォーアームズに、たくさん新芽が出てたくぽ。でも、あの場所じゃ、きっと枯れちゃうくぽ。新芽は、ちゃんとしたところで、大切に育てたいくぽ。			フォーアームズに、たくさん新芽が出てたくぽ。でも、あの場所じゃ、きっと枯れちゃうくぽ。新芽は、ちゃんとしたところで、大切に育てたいくぽ。			新芽を護ろう							
フォーアームズから「ポカポカ草の苗」を5つ、持ってきてほしいくぽ！そして、モグモグホームの「モグシア」に届けてほしいくぽ。			フォーアームズから「ポカポカ草の苗」を5つ、持ってきてほしいくぽ！そして、モグモグホームの「モグシア」に届けてほしいくぽ。			新芽を護ろう							
フォーアームズから「ポカポカ草の苗」を5つ、持ってきてほしいくぽ！そして、モグモグホームの「モグシア」に届けてほしいくぽ。			フォーアームズから「ポカポカ草の苗」を5つ、持ってきてほしいくぽ！そして、モグモグホームの「モグシア」に届けてほしいくぽ。			新芽を護ろう							
フォーアームズから「ポカポカ草の苗」を5つ、持ってきてほしいくぽ！そして、モグモグホームの「モグシア」に届けてほしいくぽ。			フォーアームズから「ポカポカ草の苗」を5つ、持ってきてほしいくぽ！そして、モグモグホームの「モグシア」に届けてほしいくぽ。			新芽を護ろう							
……くぽ？モグに何か用くぽ？			……くぽ？モグに何か用くぽ？			新芽を護ろう							
モグーグからの伝言くぽ？わかったくぽ、この苗は、ちゃんとここで育てるくぽ！			モグーグからの伝言くぽ？わかったくぽ、この苗は、ちゃんとここで育てるくぽ！			新芽を護ろう							
ドラゴン族が殺気立ってから、植物たちが荒らされることも増えているくぽ。モグたちが、こうやって護ってあげたいくぽ！			ドラゴン族が殺気立ってから、植物たちが荒らされることも増えているくぽ。モグたちが、こうやって護ってあげたいくぽ！			新芽を護ろう							
アサー天空廊のモグソンは、忘れ物に気がついたようだ。			アサー天空廊のモグソンは、忘れ物に気がついたようだ。			モグソンの忘れ物							
モグソンの話を聞いた。危険な場所に忘れ物をしたので、取ってきてほしいという。ドラヴァニア雲海のサルウーム・カシュで「モグソンの編みカゴ」を3個入手しよう。			モグソンの話を聞いた。危険な場所に忘れ物をしたので、取ってきてほしいという。ドラヴァニア雲海のサルウーム・カシュで「モグソンの編みカゴ」を3個入手しよう。			モグソンの忘れ物							
モグソンの編みカゴを入手した。アサー天空廊の「モグソン」に渡そう。			モグソンの編みカゴを入手した。アサー天空廊の「モグソン」に渡そう。			モグソンの忘れ物							
モグソンに忘れ物を届けた。どうやら、サルウーム・カシュまでクリスタルを採りに行ったものの、怖くて帰ってきてしまったようだ。			モグソンに忘れ物を届けた。どうやら、サルウーム・カシュまでクリスタルを採りに行ったものの、怖くて帰ってきてしまったようだ。			モグソンの忘れ物							
モグソンの編みカゴを入手			モグソンの編みカゴを入手			モグソンの忘れ物							
モグソンにモグソンの編みカゴを渡す			モグソンにモグソンの編みカゴを渡す			モグソンの忘れ物							
ありゃりゃ……また、編みカゴを置いてきちゃったくぽ……？よかったら、見つけて持ってきてほしいくぽ！			ありゃりゃ……また、編みカゴを置いてきちゃったくぽ……？よかったら、見つけて持ってきてほしいくぽ！			モグソンの忘れ物							
置き忘れた場所は、「サルウーム・カシュ」くぽ。「モグソンの編みカゴ」を3個、回収してくぽ！			置き忘れた場所は、「サルウーム・カシュ」くぽ。「モグソンの編みカゴ」を3個、回収してくぽ！			モグソンの忘れ物							
置き忘れた場所は、「サルウーム・カシュ」くぽ。「モグソンの編みカゴ」を3個、回収してくぽ！			置き忘れた場所は、「サルウーム・カシュ」くぽ。「モグソンの編みカゴ」を3個、回収してくぽ！			モグソンの忘れ物							
置き忘れた場所は、「サルウーム・カシュ」くぽ。「モグソンの編みカゴ」を3個、回収してくぽ！			置き忘れた場所は、「サルウーム・カシュ」くぽ。「モグソンの編みカゴ」を3個、回収してくぽ！			モグソンの忘れ物							
モグソンの編みカゴくぽ！これがなくて困ってたくぽ。ありがとうくぽ！　よく忘れて困るくぽ！			モグソンの編みカゴくぽ！これがなくて困ってたくぽ。ありがとうくぽ！　よく忘れて困るくぽ！			モグソンの忘れ物							
実は、物作りに使うためのクリスタルを、サルウーム・カシュに取りに行ったくぽ。……でも、怖くなって、途中で帰ってきちゃったくぽ。			実は、物作りに使うためのクリスタルを、サルウーム・カシュに取りに行ったくぽ。……でも、怖くなって、途中で帰ってきちゃったくぽ。			モグソンの忘れ物							
