イディルシャイアのイロアズは、冒険者に興味があるようだ。			イディルシャイアのイロアズは、冒険者に興味があるようだ。			イシュガルドのモブハント（上級）							
はぐれた森のモーグリ族の手がかりを集める			はぐれた森のモーグリ族の手がかりを集める			見紛われたやつ							
クプリ・クキに手がかりを渡す			クプリ・クキに手がかりを渡す			見紛われたやつ							
渡り鳥の営巣地付近のクプリ・クキと話す			渡り鳥の営巣地付近のクプリ・クキと話す			見紛われたやつ							
ふるふるモーグリを探す			ふるふるモーグリを探す			見紛われたやつ							
クプリ・クキに報告			クプリ・クキに報告			見紛われたやつ							
仲間は、どこにいったクポ～？モグには見当もつかないクポ……。			仲間は、どこにいったクポ～？モグには見当もつかないクポ……。			見紛われたやつ							
もうひとりの仲間は、逃げ足だけは一人前クポ……。ここからまた、逃げたとしたら……今度は、南の方クポ？			もうひとりの仲間は、逃げ足だけは一人前クポ……。ここからまた、逃げたとしたら……今度は、南の方クポ？			見紛われたやつ							
でも、変な魔物がいるかもしれないクポ。悪いけど、モグと関係のあるものとか、鳥から逃げ回った跡とか、何か手がかりを探してきてほしいクポ～！			でも、変な魔物がいるかもしれないクポ。悪いけど、モグと関係のあるものとか、鳥から逃げ回った跡とか、何か手がかりを探してきてほしいクポ～！			見紛われたやつ							
悪いけど、モグと関係のあるものとか、鳥から逃げ回った跡とか、何か手がかりを探してきてほしいクポ～！			悪いけど、モグと関係のあるものとか、鳥から逃げ回った跡とか、何か手がかりを探してきてほしいクポ～！			見紛われたやつ							
どうだったクポ？何か、手がかりはあったクポ？			どうだったクポ？何か、手がかりはあったクポ？			見紛われたやつ							
……クポの実と、黒い羽根クポ？実の方は、確かにモグたちが運んでいたおみやげクポ！			……クポの実と、黒い羽根クポ？実の方は、確かにモグたちが運んでいたおみやげクポ！			見紛われたやつ							
やっぱり、あいつは南に向かったクポ！でも、近くにいなかったのなら……もっともっと南に行っちゃったクポ？			やっぱり、あいつは南に向かったクポ！でも、近くにいなかったのなら……もっともっと南に行っちゃったクポ？			見紛われたやつ							
……その黒い羽根、モグたちに襲いかかってきた、大きな怪鳥のヤツに違いないクポ！もしかして、怪鳥に連れ去られちゃったクポ？			……その黒い羽根、モグたちに襲いかかってきた、大きな怪鳥のヤツに違いないクポ！もしかして、怪鳥に連れ去られちゃったクポ？			見紛われたやつ							
そ、その可能性は……とってもありそうクポ！そうとわかったら、さっそく黒い怪鳥の縄張りまで、一緒に助けにいくクポ！			そ、その可能性は……とってもありそうクポ！そうとわかったら、さっそく黒い怪鳥の縄張りまで、一緒に助けにいくクポ！			見紛われたやつ							
だんだん、何かあったんじゃないかって不安になってきたクポ。無事だといいクポ……。			だんだん、何かあったんじゃないかって不安になってきたクポ。無事だといいクポ……。			見紛われたやつ							
黒い怪鳥が、いっぱいいるクポ。もし拐われたのなら、この辺りにいるかもしれないクポ。隠れてるかもしれないから、探してみるクポ～！			黒い怪鳥が、いっぱいいるクポ。もし拐われたのなら、この辺りにいるかもしれないクポ。隠れてるかもしれないから、探してみるクポ～！			見紛われたやつ							
もし拐われたのなら、この辺りにいるかもしれないクポ。探してみるクポ～！			もし拐われたのなら、この辺りにいるかもしれないクポ。探してみるクポ～！			見紛われたやつ							
…………まご……たまご……。モグはたまごモグはたまご、たまごになりきるクポ…………バレたら食べられちゃうクポ……モグはたまご…………。			…………まご……たまご……。モグはたまごモグはたまご、たまごになりきるクポ…………バレたら食べられちゃうクポ……モグはたまご…………。			見紛われたやつ							
