石の家のアルフィノは、考え込んでいるようだ。									石の家のアルフィノは、考え込んでいるようだ。	長城を越えて
……って、まずは手当てだよな、うん。俺、先に村に戻って、あんたたちを受け入れる準備しとく。傷に障らないよう来るんだぞ、ゆっくりだからなっ！									……って、まずは手当てだよな、うん。俺、先に村に戻って、あんたたちを受け入れる準備しとく。傷に障らないよう来るんだぞ、ゆっくりだからなっ！	踏み出す一歩
具合、平気か……？村のみんなには話をしてある。適当に腰掛けて、ゆっくり休んでくれ。									具合、平気か……？村のみんなには話をしてある。適当に腰掛けて、ゆっくり休んでくれ。	踏み出す一歩
…………あのさ。いろいろ言ったのに、俺たちのこと、諦めないでくれたよな。									…………あのさ。いろいろ言ったのに、俺たちのこと、諦めないでくれたよな。	踏み出す一歩
ありがとう……。俺の中で死にかけてたドマを、見つけてくれて。ユウギリって忍びにも、あとで礼を……言えるかな。									ありがとう……。俺の中で死にかけてたドマを、見つけてくれて。ユウギリって忍びにも、あとで礼を……言えるかな。	踏み出す一歩
さて、私は何から手を付けようか……。									さて、私は何から手を付けようか……。	踏み出す一歩
Forename殿……私は、ヒエン様の捜索に同行したいと思っている。									Forename殿……私は、ヒエン様の捜索に同行したいと思っている。	踏み出す一歩
前回会った場所に案内できるというのもあるが……「民に戦う意志があるのか」との問いに、今ならば自信をもって答えられるからだ。									前回会った場所に案内できるというのもあるが……「民に戦う意志があるのか」との問いに、今ならば自信をもって答えられるからだ。	踏み出す一歩
怪我については問題ない。それよりも、この目で見た民の勇姿を、ヒエン様にお伝えしたいのだ。									怪我については問題ない。それよりも、この目で見た民の勇姿を、ヒエン様にお伝えしたいのだ。	踏み出す一歩
ドマの民は、よき主君をいただくことで、幾重にも強くなる。若には、いよいよ腹をくくってお戻りいただかねば。									ドマの民は、よき主君をいただくことで、幾重にも強くなる。若には、いよいよ腹をくくってお戻りいただかねば。	踏み出す一歩
捜索には、是非、おぬしも同行されたし！主君とはすなわち、その国の精神そのもの……同志たるおぬしにも、見定めてもらいたいのでござる。									捜索には、是非、おぬしも同行されたし！主君とはすなわち、その国の精神そのもの……同志たるおぬしにも、見定めてもらいたいのでござる。	踏み出す一歩
拙者も、若に再会するのが待ち遠しいでござる。									拙者も、若に再会するのが待ち遠しいでござる。	踏み出す一歩
ヒエンは、どんな人なんだろう……。聞いた話だと、アタシと近い年頃らしいんだけど。									ヒエンは、どんな人なんだろう……。聞いた話だと、アタシと近い年頃らしいんだけど。	踏み出す一歩
フォルドラみたいに、属州で生きる同世代の子は、帝国の支配を受け入れつつある。その中で、ドマの殿様になった彼は、何を思ってるのかな。									フォルドラみたいに、属州で生きる同世代の子は、帝国の支配を受け入れつつある。その中で、ドマの殿様になった彼は、何を思ってるのかな。	踏み出す一歩
……アタシ、ヒエンに会って話をしてみたい。ドマのためにも、アタシが強くなっていくためにも！									……アタシ、ヒエンに会って話をしてみたい。ドマのためにも、アタシが強くなっていくためにも！	踏み出す一歩
このあとどうするか、相談して決めなくちゃね。									このあとどうするか、相談して決めなくちゃね。	踏み出す一歩
民の士気を高めるため、まずは主君を迎えにいく……シャーレアンやウルダハなんかじゃ、まず出てこない言葉よね。									民の士気を高めるため、まずは主君を迎えにいく……シャーレアンやウルダハなんかじゃ、まず出てこない言葉よね。	踏み出す一歩
こちらの歴史あってこその思想だろうね。しかし、たったひとりの存在が大勢の心を動かすことも、事実、あるんじゃないだろうか？									こちらの歴史あってこその思想だろうね。しかし、たったひとりの存在が大勢の心を動かすことも、事実、あるんじゃないだろうか？	踏み出す一歩
